Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Loyalty,Age,Children,Spent,TotalAcceptedCmp,MaritalStatus,Family_Size
Postgraduate,48767.0,79,3,2,1,3,5,0,0,100,64,3,63,0,Single,4
Undergraduate,38702.0,71,2,3,0,4,6,0,0,261,36,1,109,0,Married,3
Graduate,82224.0,83,1,6,9,5,3,0,0,72,50,0,902,1,Married,2
Graduate,83844.0,57,1,4,4,11,1,0,0,356,62,0,1574,1,Married,2
Undergraduate,17003.0,37,3,2,0,4,5,0,0,165,39,1,38,0,Married,3
Graduate,71163.0,30,1,3,8,12,1,0,0,82,19,0,960,0,Single,1
Graduate,33697.0,34,1,1,0,2,7,0,0,253,44,1,28,1,Single,2
Postgraduate,51518.0,92,2,3,2,10,3,0,0,177,56,1,449,0,Married,3
Graduate,80952.0,20,1,8,5,11,8,0,1,466,45,0,1757,3,Married,2
Graduate,75507.0,56,1,8,6,6,3,0,0,2,35,0,1440,0,Married,2
Undergraduate,63855.0,28,1,7,3,13,4,0,0,477,36,0,1006,0,Married,2
Postgraduate,62220.0,55,5,7,6,5,6,0,1,632,42,1,1226,0,Married,3
Graduate,58512.0,25,5,3,4,8,8,0,0,258,50,1,1171,0,Married,3
Postgraduate,40662.0,0,2,2,1,3,4,0,0,471,35,1,92,0,Married,3
Postgraduate,38829.0,86,1,3,2,2,5,0,0,-2,55,1,99,0,Married,3
Undergraduate,35523.0,8,2,3,0,3,7,0,0,261,33,1,66,0,Married,3
Graduate,79146.0,33,2,8,1,8,6,0,0,33,47,2,564,0,Single,3
Postgraduate,78285.0,13,1,6,4,10,3,0,0,231,26,0,1427,0,Married,2
Postgraduate,31626.0,12,1,2,1,2,7,0,1,403,36,1,86,1,Single,2
Graduate,48726.0,90,3,3,2,4,6,0,0,338,59,1,242,0,Married,3
Graduate,74985.0,8,1,3,6,7,2,0,0,648,37,0,1869,0,Married,2
Graduate,67430.0,6,1,11,5,12,6,0,0,656,27,0,1364,0,Married,2
Undergraduate,46891.0,91,1,2,1,4,4,0,0,210,49,1,183,0,Married,3
Postgraduate,62058.0,52,4,6,1,7,6,0,0,347,58,1,450,0,Married,3
Graduate,72063.0,3,2,5,2,12,2,0,0,358,35,1,758,0,Married,3
Postgraduate,78939.0,57,1,8,5,6,3,0,0,142,63,0,1507,0,Married,2
Graduate,33622.0,22,3,2,0,4,7,0,0,420,42,2,81,0,Married,4
Graduate,41452.0,86,1,1,0,2,7,0,0,394,61,2,16,0,Married,4
Postgraduate,40760.0,64,2,2,1,3,6,0,0,239,49,1,93,0,Single,2
Postgraduate,51124.0,79,2,1,0,3,3,0,0,114,59,2,43,0,Single,3
Graduate,72258.0,28,2,6,9,5,2,0,0,262,43,1,1525,0,Single,2
Postgraduate,71466.0,86,1,4,4,10,1,0,0,-1,40,0,1230,0,Single,1
Graduate,36283.0,42,2,1,0,3,4,0,0,34,38,2,29,0,Married,4
Graduate,20587.0,39,1,1,1,2,7,0,0,10,44,1,25,0,Single,2
Graduate,30467.0,8,1,1,0,2,7,0,0,94,42,1,24,0,Married,3
Graduate,31590.0,40,1,1,0,3,8,0,0,336,42,1,38,0,Married,3
Undergraduate,20425.0,5,2,2,0,3,7,0,0,603,28,1,57,0,Married,3
Postgraduate,17144.0,96,5,3,0,4,7,0,0,38,54,2,47,0,Married,4
Graduate,40780.0,30,4,7,1,5,9,0,0,629,38,1,377,0,Single,2
Postgraduate,62847.0,45,1,3,6,4,2,0,0,485,69,0,1612,0,Married,2
Postgraduate,82017.0,58,1,5,4,7,2,0,1,541,57,0,729,3,Married,2
Graduate,16813.0,49,1,2,0,3,7,0,0,296,64,0,50,1,Single,1
Graduate,51267.0,37,4,3,3,5,4,0,0,206,36,2,270,0,Married,4
Graduate,46524.0,70,2,1,1,5,3,0,0,380,53,1,177,0,Single,2
Postgraduate,45183.0,33,1,4,1,7,7,0,0,492,52,0,315,1,Single,1
Postgraduate,70421.0,98,3,10,3,7,6,0,0,-97,60,1,767,0,Married,3
Undergraduate,60161.0,17,3,11,4,8,8,0,0,597,49,1,1071,0,Single,2
Graduate,73926.0,54,1,6,5,12,3,0,0,430,41,0,1580,0,Married,2
Graduate,19329.0,39,3,4,0,3,8,0,0,158,46,1,60,0,Married,3
Postgraduate,61872.0,81,4,4,4,9,4,0,0,117,44,1,573,0,Married,3
Graduate,46984.0,71,1,1,0,3,5,0,0,389,58,2,41,0,Single,3
Graduate,34838.0,62,3,2,1,4,6,0,0,464,63,2,170,0,Married,4
Postgraduate,82716.0,8,1,6,8,13,2,0,0,228,70,0,1167,0,Single,1
Graduate,48192.0,76,3,2,8,12,8,0,1,373,56,0,1526,3,Married,2
Postgraduate,56850.0,83,1,1,1,3,2,0,0,15,43,1,63,0,Married,3
Graduate,55267.0,28,4,3,4,6,3,0,0,223,57,1,405,0,Married,3
Graduate,72504.0,43,2,5,9,6,2,0,0,406,42,1,1478,0,Single,2
Graduate,26872.0,0,1,1,1,2,6,0,0,256,33,0,72,0,Married,2
Graduate,21359.0,1,2,2,0,3,8,0,1,434,42,1,48,0,Single,2
Graduate,73170.0,1,1,5,4,6,2,0,0,28,39,0,726,0,Single,1
Postgraduate,91820.0,72,0,5,5,12,1,0,0,146,28,0,1497,0,Married,2
Postgraduate,65968.0,12,2,5,4,7,3,0,0,36,44,1,495,0,Married,3
Graduate,30772.0,89,1,1,0,2,6,0,0,20,38,2,20,0,Married,4
Graduate,22507.0,67,3,10,2,4,9,0,0,515,60,0,570,0,Single,1
Graduate,65685.0,54,1,9,2,9,5,0,0,38,42,1,769,0,Married,3
Undergraduate,25804.0,34,2,2,0,3,8,0,0,267,36,1,55,0,Married,3
Postgraduate,76412.0,15,1,5,4,8,3,0,1,405,34,0,1808,2,Single,1
Graduate,22063.0,43,2,2,0,3,7,0,0,282,42,1,55,0,Married,3
Graduate,57091.0,0,1,7,3,7,5,0,1,14,53,0,577,1,Single,1
Undergraduate,78353.0,51,1,10,2,11,8,0,0,388,55,1,1576,0,Single,2
Graduate,93404.0,97,3,3,4,7,5,0,0,321,60,3,1616,2,Married,5
Graduate,37859.0,75,2,1,0,3,8,0,0,458,52,3,36,0,Single,4
Postgraduate,80995.0,83,1,8,9,4,4,0,0,331,56,1,1482,0,Single,2
Graduate,16529.0,23,1,1,0,3,6,0,0,97,30,1,22,0,Married,3
Postgraduate,55412.0,65,1,2,0,3,5,0,0,154,38,2,63,0,Single,3
Graduate,48789.0,94,1,6,4,7,6,0,0,563,22,0,680,0,Single,1
Postgraduate,56575.0,42,3,7,3,7,5,0,0,378,47,2,542,0,Married,4
Undergraduate,25130.0,10,2,2,0,3,7,0,0,260,34,1,50,0,Married,3
Graduate,35441.0,94,2,1,0,3,8,0,0,406,47,2,39,0,Married,4
Graduate,71391.0,50,5,6,5,12,3,0,0,407,58,1,1043,0,Married,3
Postgraduate,49494.0,46,2,6,1,5,7,0,0,384,42,1,385,0,Single,2
Graduate,81702.0,98,1,7,7,12,3,0,0,546,34,0,1633,0,Single,1
Undergraduate,45889.0,42,1,1,0,3,6,0,0,320,34,1,46,0,Single,2
Graduate,56628.0,30,2,7,6,5,5,0,0,70,37,1,761,1,Single,2
Graduate,34026.0,11,3,2,1,3,5,0,0,317,64,2,76,0,Married,4
Graduate,40049.0,61,3,3,2,6,5,0,0,516,40,1,290,0,Married,3
Graduate,19419.0,76,4,4,0,3,9,0,0,520,33,1,70,0,Married,3
Undergraduate,82504.0,2,1,3,6,7,1,0,0,335,54,0,1066,0,Married,2
Graduate,81205.0,43,1,5,6,7,2,0,1,124,44,0,2009,3,Married,2
Undergraduate,61618.0,27,2,3,6,8,3,0,0,611,23,0,1345,0,Single,1
Postgraduate,55284.0,60,3,7,5,8,5,0,0,492,58,1,764,0,Single,2
Graduate,49980.0,79,2,3,1,5,5,0,0,170,51,1,195,0,Single,2
Graduate,15072.0,96,4,3,1,3,5,0,0,319,34,2,53,0,Married,4
Graduate,49166.0,17,2,5,3,3,6,0,0,364,40,1,368,0,Single,2
Undergraduate,82347.0,38,1,7,7,10,3,0,0,562,57,0,1853,2,Married,2
Postgraduate,30843.0,43,2,1,1,2,5,0,0,-9,48,2,35,1,Married,4
Postgraduate,46374.0,1,3,7,1,7,8,0,1,103,40,1,446,2,Married,3
Postgraduate,38576.0,2,1,1,0,3,7,0,0,115,41,1,41,0,Married,3
Graduate,55357.0,66,3,6,2,11,5,0,0,429,29,2,727,0,Married,4
Graduate,37758.0,49,2,1,0,3,8,0,0,584,48,2,40,0,Married,4
Undergraduate,85710.0,5,1,6,9,10,2,0,0,415,25,0,1062,1,Married,2
Graduate,23228.0,71,2,2,0,3,8,0,0,83,45,1,40,0,Married,3
Graduate,7500.0,94,1,0,0,3,6,0,0,442,27,0,15,0,Married,2
Undergraduate,49514.0,61,2,6,1,4,7,0,0,133,39,1,369,0,Single,2
Postgraduate,57906.0,29,3,4,2,8,4,0,0,354,41,1,401,0,Married,3
Postgraduate,43456.0,0,3,5,1,8,5,0,0,460,48,1,393,0,Single,2
Postgraduate,19485.0,80,1,1,0,2,7,0,0,198,28,2,10,0,Single,3
Graduate,53172.0,54,3,2,3,8,3,0,0,365,36,1,486,0,Married,3
Graduate,30545.0,71,2,2,0,3,7,0,0,549,35,1,69,0,Married,3
Postgraduate,70123.0,27,1,5,7,4,3,0,0,247,31,0,1727,2,Married,2
Graduate,62450.0,61,2,5,5,4,3,0,0,113,55,1,995,1,Single,2
Graduate,21675.0,55,3,4,0,3,7,0,0,-37,38,1,45,0,Married,3
Undergraduate,42395.0,35,4,3,1,4,7,0,0,51,33,2,182,0,Single,3
Postgraduate,61346.0,34,1,5,7,10,3,0,0,232,36,1,989,0,Married,3
Graduate,80812.0,95,1,4,8,5,2,0,0,190,61,0,1677,3,Married,2
Graduate,39922.0,30,2,3,0,4,8,0,0,470,31,1,156,0,Married,3
Postgraduate,86424.0,12,1,6,9,12,1,0,0,73,58,0,1226,0,Single,1
Undergraduate,17117.0,96,4,3,1,3,9,0,0,432,36,1,128,0,Married,3
Graduate,24762.0,16,3,3,1,2,8,0,1,123,42,1,86,1,Single,2
Graduate,35797.0,16,2,2,0,3,8,0,0,605,39,1,68,0,Married,3
Graduate,36627.0,78,1,0,0,3,5,0,0,263,39,2,16,0,Single,3
Undergraduate,51111.0,83,2,2,0,3,6,0,0,-73,33,2,55,0,Married,4
Postgraduate,82072.0,67,1,3,2,13,1,0,0,295,44,0,2018,0,Married,2
Postgraduate,46231.0,87,4,6,1,4,9,0,0,493,61,3,263,0,Single,4
Graduate,42243.0,34,2,2,0,3,7,0,0,166,55,2,55,0,Married,4
Postgraduate,68092.0,7,2,2,6,10,5,0,0,188,36,0,1281,0,Single,1
Graduate,31814.0,73,2,2,0,3,9,0,0,432,41,1,83,1,Married,3
Undergraduate,26868.0,52,1,1,0,2,7,0,0,8,23,1,14,0,Single,2
Graduate,64090.0,8,1,6,9,4,5,0,1,318,58,1,797,0,Married,3
Graduate,78331.0,97,2,10,6,7,4,0,0,60,56,1,1638,0,Single,2
Postgraduate,37087.0,50,3,4,2,8,6,0,0,272,40,1,401,0,Married,3
Graduate,21846.0,38,4,4,0,3,8,0,0,212,28,1,84,0,Single,2
Graduate,81320.0,61,1,4,3,10,2,0,0,447,56,0,928,0,Married,2
Graduate,54137.0,46,2,4,1,4,6,0,0,271,44,1,203,0,Single,2
Graduate,66825.0,73,1,4,5,6,2,0,0,277,47,0,858,0,Married,2
Graduate,57100.0,19,1,3,3,6,3,0,0,188,41,0,409,0,Married,2
Graduate,58917.0,10,5,4,1,6,5,0,0,452,45,3,282,0,Married,5
Graduate,85072.0,94,1,3,4,10,0,0,0,-13,37,0,1423,0,Single,1
Graduate,86429.0,10,0,7,4,7,2,0,1,210,53,0,1449,1,Single,1
Graduate,45684.0,37,1,1,0,2,7,0,0,172,43,1,28,0,Single,2
Graduate,47889.0,94,1,2,0,3,5,0,0,82,40,1,67,0,Married,3
Postgraduate,45921.0,23,1,2,1,6,4,0,0,88,28,0,199,0,Married,2
Postgraduate,35641.0,11,2,3,1,4,7,0,1,339,42,1,178,0,Married,3
Graduate,95529.0,29,1,7,3,7,3,0,1,544,20,0,1990,1,Single,1
Graduate,62820.0,51,1,3,4,6,1,0,0,363,60,0,976,0,Married,2
Postgraduate,73113.0,86,1,3,4,7,2,0,0,99,54,0,1001,0,Married,2
Undergraduate,42607.0,30,2,3,2,7,3,0,0,194,60,1,350,0,Single,2
Postgraduate,74637.0,73,1,6,9,9,3,0,0,334,60,0,1650,1,Single,1
Postgraduate,46015.0,25,1,1,0,3,7,0,0,52,59,2,46,2,Married,4
Postgraduate,39858.0,67,1,2,0,4,6,0,1,454,45,1,95,0,Single,2
Postgraduate,34469.0,58,3,1,1,4,4,0,0,-2,66,2,62,0,Married,4
Graduate,83033.0,82,1,11,4,10,5,0,0,-40,28,1,1761,1,Married,3
Postgraduate,24401.0,98,3,6,1,6,8,0,0,569,35,0,467,0,Married,2
Graduate,77583.0,93,1,4,5,9,2,0,0,46,36,0,1149,1,Married,2
Undergraduate,74116.0,53,1,4,4,10,2,0,0,128,32,0,2052,1,Single,1
Postgraduate,68397.0,6,1,6,9,5,3,0,0,218,38,1,1416,0,Married,3
Postgraduate,79632.0,42,1,6,4,9,2,0,0,40,40,0,1113,0,Married,2
Graduate,46107.0,78,1,1,1,4,3,0,0,61,25,1,125,0,Single,2
Postgraduate,64950.0,29,2,11,2,10,7,0,0,657,63,1,966,1,Single,2
Undergraduate,25443.0,82,1,1,0,3,8,0,0,472,25,1,32,0,Married,3
Postgraduate,32892.0,78,2,3,0,3,8,0,0,-43,43,1,46,0,Married,3
Graduate,71796.0,54,1,9,3,4,4,0,0,194,43,0,960,0,Married,2
Postgraduate,67536.0,45,3,11,5,11,8,0,0,358,44,1,1829,1,Married,3
Graduate,55239.0,59,3,7,5,11,5,0,0,291,43,1,779,0,Single,2
Postgraduate,60554.0,8,2,8,4,9,6,0,0,316,39,1,811,0,Single,2
Postgraduate,56067.0,51,2,7,4,7,5,0,0,293,52,1,725,0,Married,3
Graduate,82025.0,76,1,3,2,6,1,0,1,321,31,0,1187,1,Single,1
Graduate,94384.0,62,0,5,8,5,2,0,1,420,61,0,2302,3,Married,2
Undergraduate,14906.0,86,3,2,1,3,7,0,0,468,28,0,66,0,Single,1
Postgraduate,51563.0,60,1,4,4,10,8,0,0,576,27,0,1250,2,Married,2
Undergraduate,57937.0,56,3,4,4,9,3,0,0,77,32,1,683,0,Married,3
Graduate,68274.0,83,2,4,2,5,3,0,0,189,35,2,305,0,Single,3
Graduate,39771.0,92,1,2,0,3,4,0,0,113,37,1,50,0,Married,3
Undergraduate,67893.0,31,2,3,2,9,8,0,0,605,39,1,995,0,Single,2
Postgraduate,27922.0,80,1,2,0,3,4,0,0,-30,35,1,41,0,Married,3
Postgraduate,52190.0,39,3,2,1,3,5,0,0,13,38,2,77,1,Married,4
Postgraduate,44051.0,20,4,3,1,4,6,0,1,496,41,2,171,0,Single,3
Postgraduate,42767.0,53,1,3,1,2,8,0,0,361,43,2,131,0,Single,3
Postgraduate,46106.0,84,1,1,1,2,6,0,0,-35,38,2,54,0,Married,4
Postgraduate,16927.0,50,5,3,0,4,8,0,0,454,38,2,53,0,Married,4
Graduate,59754.0,96,3,5,2,6,5,0,1,479,49,1,475,0,Married,3
Graduate,53700.0,94,4,5,5,8,5,0,0,587,62,1,694,0,Single,2
Graduate,59041.0,25,2,2,0,4,5,0,0,28,41,2,96,0,Married,4
Postgraduate,54237.0,48,4,5,2,5,6,0,0,380,57,1,361,0,Single,2
Graduate,70647.0,65,2,4,7,13,2,0,0,581,47,1,1079,0,Single,2
Postgraduate,52597.0,69,3,6,3,8,5,0,0,-16,52,1,578,0,Single,2
Postgraduate,41021.0,12,2,2,0,3,6,0,1,534,45,1,64,0,Married,3
Postgraduate,40233.0,84,5,2,1,5,6,0,0,174,39,1,149,0,Married,3
Graduate,54753.0,87,3,5,2,11,4,0,0,203,55,1,728,0,Married,3
Graduate,92955.0,35,1,6,7,9,2,0,1,279,41,0,1778,2,Married,2
Graduate,33471.0,47,3,3,0,4,7,0,0,578,41,1,93,0,Married,3
Postgraduate,34596.0,48,1,1,0,2,8,0,1,394,40,1,23,0,Married,3
Graduate,84219.0,27,1,3,4,10,1,0,0,120,26,0,1198,0,Married,2
Postgraduate,40706.0,37,4,3,0,4,7,0,0,491,46,3,81,0,Married,5
Undergraduate,15716.0,8,3,3,0,4,8,1,0,586,26,1,92,0,Married,3
Undergraduate,59052.0,29,3,7,1,7,5,0,0,195,55,1,491,0,Single,2
Postgraduate,80573.0,85,1,4,6,13,2,0,0,538,43,0,1564,0,Married,2
Graduate,83715.0,2,1,2,8,13,0,0,0,144,52,0,926,0,Married,2
Postgraduate,82576.0,66,1,2,4,12,1,0,0,631,55,0,1910,1,Married,2
Graduate,35704.0,54,3,2,0,4,4,0,0,123,62,2,94,0,Married,4
Graduate,53103.0,70,5,10,6,7,7,0,0,220,60,1,1085,1,Married,3
Undergraduate,46779.0,55,1,0,1,2,4,0,0,297,54,2,23,0,Single,3
Postgraduate,33462.0,78,1,2,0,3,7,0,0,248,35,1,54,0,Single,2
Postgraduate,65352.0,43,2,4,2,8,4,0,0,269,40,1,405,0,Married,3
Postgraduate,82170.0,13,1,5,6,7,2,0,0,203,36,0,1908,0,Married,2
Undergraduate,79689.0,65,1,4,9,13,2,0,0,348,38,0,1315,0,Single,1
Postgraduate,35340.0,1,2,2,0,3,5,0,0,-1,58,2,45,0,Single,3
Graduate,85683.0,6,1,2,4,10,1,0,1,94,60,0,1789,4,Single,1
Undergraduate,24884.0,32,1,0,0,3,7,0,0,545,42,1,19,0,Married,3
Postgraduate,42021.0,34,5,10,1,6,9,0,0,633,33,1,573,1,Married,3
Graduate,64449.0,70,4,5,3,12,4,0,0,61,25,1,805,0,Single,2
Graduate,64587.0,49,2,1,1,4,3,0,0,-42,60,2,108,0,Single,3
Graduate,75437.0,25,1,8,4,10,6,0,0,207,36,0,1493,1,Married,2
Graduate,52845.0,7,3,8,8,6,6,0,0,313,41,1,936,1,Married,3
Graduate,46086.0,34,4,3,1,8,4,0,0,204,58,1,343,0,Single,2
Postgraduate,78028.0,38,1,6,4,9,7,0,1,619,58,1,528,2,Single,2
Postgraduate,95169.0,1,1,4,3,4,1,0,1,262,27,0,1901,2,Single,1
Undergraduate,56337.0,25,5,8,5,4,8,0,1,434,33,2,724,2,Married,4
Graduate,22434.0,25,2,2,0,3,8,0,0,476,27,1,58,0,Married,3
Postgraduate,36930.0,50,5,5,2,4,8,0,0,358,60,1,297,0,Married,3
Postgraduate,65569.0,96,2,6,5,10,3,0,0,505,61,1,859,0,Married,3
Graduate,19514.0,47,4,3,1,2,8,0,0,107,46,2,69,1,Married,4
Postgraduate,36736.0,52,1,1,0,2,6,0,0,363,51,2,17,0,Single,3
Graduate,77568.0,30,1,10,2,8,5,0,0,643,35,1,2194,3,Married,3
Postgraduate,49187.0,63,1,1,1,5,2,0,0,106,38,1,116,0,Married,3
Postgraduate,34053.0,14,1,3,0,3,8,0,0,643,46,1,103,0,Married,3
Postgraduate,38196.0,20,3,2,0,4,5,0,0,52,43,2,44,0,Married,4
Postgraduate,59412.0,56,1,4,2,8,3,0,0,15,63,0,406,0,Married,2
Undergraduate,70924.0,41,1,6,6,7,3,0,0,42,49,0,1363,1,Married,2
Graduate,54165.0,72,1,2,1,7,2,0,0,325,45,0,236,0,Married,2
Graduate,32300.0,1,1,1,0,3,8,0,0,541,41,1,39,0,Married,3
Graduate,20180.0,27,1,2,1,4,7,0,0,467,38,0,137,0,Single,1
Graduate,34961.0,77,3,3,1,3,7,0,0,-67,41,1,79,0,Married,3
Postgraduate,28440.0,87,1,2,0,3,8,0,0,270,40,1,63,0,Married,3
Postgraduate,33564.0,51,1,1,1,3,5,0,0,-46,48,1,71,0,Married,3
Graduate,17345.0,79,2,2,1,2,8,0,0,524,36,1,58,0,Married,3
Postgraduate,56320.0,11,3,5,4,9,4,0,0,436,47,1,702,0,Married,3
Graduate,28647.0,54,1,2,2,2,7,0,1,258,36,1,94,1,Single,2
Undergraduate,15038.0,93,2,2,1,2,9,0,0,423,27,1,80,0,Single,2
Postgraduate,32173.0,0,1,1,0,3,4,0,0,332,56,1,22,0,Single,2
Undergraduate,68316.0,54,5,10,7,10,6,0,0,548,50,1,1211,0,Married,3
Graduate,74538.0,21,1,8,8,5,3,0,1,344,43,0,1461,1,Married,2
Graduate,91700.0,58,1,8,6,5,3,0,1,470,43,0,1968,0,Single,1
Graduate,68695.0,3,1,4,4,7,2,0,0,1,45,0,1091,0,Married,2
Undergraduate,31056.0,99,1,1,0,3,8,0,0,424,37,1,55,0,Married,3
Graduate,28071.0,65,2,5,1,5,8,0,0,604,34,0,313,0,Single,1
Postgraduate,37334.0,44,4,3,0,4,4,0,0,79,56,2,62,0,Married,4
Postgraduate,46423.0,6,3,2,0,4,7,0,0,278,42,2,92,0,Single,3
Postgraduate,37126.0,9,1,1,2,2,6,0,1,82,43,1,72,1,Married,3
Graduate,47703.0,95,4,6,3,8,5,0,0,301,61,1,655,0,Married,3
Graduate,61180.0,70,2,5,5,6,3,0,0,-3,55,1,704,1,Married,3
Graduate,38998.0,92,3,2,0,3,8,1,0,511,60,2,54,0,Married,4
Graduate,76081.0,85,1,4,5,4,2,0,0,-48,52,0,1033,1,Married,2
Graduate,34728.0,2,1,1,1,2,6,0,1,332,28,1,36,0,Married,3
Postgraduate,33168.0,0,3,2,1,4,7,0,0,624,49,1,122,0,Single,2
Postgraduate,33585.0,91,1,2,0,4,4,0,0,186,48,1,122,0,Married,3
Postgraduate,77037.0,3,1,7,7,12,3,0,0,256,54,1,1123,0,Married,3
Postgraduate,28764.0,16,1,1,0,2,8,0,0,8,48,2,12,1,Married,4
Undergraduate,25959.0,1,2,1,2,2,6,0,1,499,44,2,56,0,Single,3
Postgraduate,27100.0,64,1,1,0,3,7,0,0,386,31,1,37,0,Married,3
Graduate,70596.0,68,1,3,5,12,2,0,0,564,29,0,968,0,Single,1
Graduate,42557.0,98,4,6,1,4,8,0,0,571,40,1,270,0,Married,3
Postgraduate,53312.0,32,1,5,1,5,7,0,0,292,63,0,278,0,Married,2
Graduate,72228.0,87,1,6,7,8,3,0,0,492,62,0,1250,0,Single,1
Graduate,67605.0,84,1,2,8,6,1,0,0,371,27,0,938,0,Married,2
Graduate,65196.0,34,2,7,6,11,5,0,0,305,56,2,1155,1,Married,4
Postgraduate,42000.0,23,2,5,2,11,5,0,1,512,27,0,653,0,Single,1
Postgraduate,35860.0,37,2,1,1,2,5,0,0,4,41,2,49,1,Single,3
Postgraduate,65526.0,22,1,4,4,8,2,0,0,57,50,1,506,0,Married,3
Graduate,16860.0,19,3,1,1,3,7,0,0,636,53,2,38,0,Married,4
Graduate,22304.0,91,1,1,0,2,8,0,0,603,58,0,18,0,Single,1
Graduate,67023.0,93,1,3,7,13,2,1,0,24,36,0,906,0,Married,2
Graduate,59925.0,83,3,9,2,9,6,0,0,493,59,1,766,0,Married,3
Graduate,39722.0,92,2,2,0,3,5,0,0,33,61,1,47,0,Married,3
Graduate,46610.0,4,1,6,1,6,6,0,0,342,56,0,467,0,Married,2
Graduate,88347.0,32,1,4,7,9,1,0,0,329,53,0,2116,1,Married,2
Postgraduate,87171.0,27,1,6,7,11,2,0,0,397,33,0,1298,2,Married,2
Undergraduate,26907.0,10,2,1,0,3,7,0,0,303,38,2,22,0,Married,4
Postgraduate,50014.0,9,2,4,1,8,5,0,0,149,46,1,396,0,Single,2
Postgraduate,41014.0,65,1,1,0,2,7,0,0,368,36,1,20,0,Married,3
Graduate,66294.0,68,1,4,3,5,2,0,0,36,49,0,967,0,Single,1
Graduate,79456.0,12,1,5,6,4,3,0,1,664,58,0,1401,0,Married,2
Graduate,40479.0,95,1,0,0,3,4,0,0,221,32,1,15,0,Married,3
Postgraduate,75345.0,16,1,5,8,6,3,0,1,496,44,0,2087,1,Single,1
Graduate,54233.0,46,4,11,6,5,8,0,0,464,37,1,981,0,Married,3
Graduate,24163.0,3,2,1,0,3,4,0,0,257,44,2,17,0,Single,3
Postgraduate,84460.0,80,0,9,9,4,5,0,1,461,56,0,523,4,Married,2
Graduate,43776.0,77,1,1,0,2,6,0,0,-20,31,1,23,0,Married,3
Postgraduate,71691.0,0,1,4,7,5,2,0,1,104,56,0,1192,0,Single,1
Postgraduate,85844.0,62,1,6,6,7,2,0,0,-31,41,0,1958,1,Married,2
Postgraduate,39190.0,91,2,2,1,4,5,0,0,-27,40,1,133,0,Single,2
Postgraduate,38578.0,2,3,3,0,3,8,0,0,370,42,2,73,0,Single,3
Postgraduate,57236.0,22,3,2,1,4,3,0,0,87,49,2,121,0,Married,4
Graduate,61825.0,56,1,4,2,8,4,0,0,270,35,1,424,0,Single,2
Graduate,79803.0,54,1,4,3,5,1,0,0,-27,56,1,868,0,Single,2
Undergraduate,80910.0,71,1,3,3,8,1,0,0,535,28,0,756,0,Single,1
Postgraduate,27590.0,38,1,1,0,2,7,0,0,394,32,1,12,0,Married,3
Graduate,56775.0,62,2,5,8,10,5,0,0,481,35,1,937,0,Married,3
Graduate,83829.0,78,0,4,7,6,1,0,1,186,39,0,1862,3,Single,1
Undergraduate,54210.0,18,2,4,1,7,5,0,0,387,35,1,367,0,Married,3
Graduate,53187.0,66,2,4,1,6,5,0,0,180,44,1,267,0,Married,3
Graduate,30023.0,28,1,2,0,3,8,0,0,69,42,1,61,0,Married,3
Postgraduate,76045.0,78,1,4,5,11,2,0,0,148,54,0,1323,1,Single,1
Postgraduate,50870.0,13,1,2,0,3,5,0,0,-3,62,1,63,0,Married,3
Undergraduate,65463.0,17,2,6,2,9,5,0,0,133,40,1,562,1,Married,3
Graduate,76773.0,79,1,2,2,11,1,0,0,410,60,0,1156,0,Single,1
Undergraduate,81698.0,1,1,8,2,5,5,0,1,484,31,0,1104,1,Single,1
Postgraduate,54466.0,78,1,1,0,2,5,0,0,62,41,2,16,0,Single,3
Postgraduate,16269.0,75,3,3,0,3,8,0,0,228,30,1,44,0,Single,2
Graduate,71819.0,70,3,3,3,5,6,0,0,235,43,1,1574,2,Married,3
Postgraduate,33569.0,10,1,1,1,2,8,0,1,246,31,1,63,1,Married,3
Postgraduate,36262.0,24,1,3,5,3,6,0,1,258,31,0,426,1,Married,2
Undergraduate,22634.0,47,1,2,1,2,8,0,0,482,48,0,96,0,Married,2
Undergraduate,47025.0,98,5,11,1,6,9,0,0,192,36,1,635,0,Married,3
Graduate,70566.0,4,2,6,5,9,3,0,0,262,46,1,757,0,Single,2
Postgraduate,31605.0,15,2,2,1,4,7,0,0,569,35,1,125,0,Married,3
Postgraduate,52034.0,67,5,4,2,5,7,0,0,341,41,2,332,0,Single,3
Graduate,48526.0,32,1,2,1,4,3,0,0,155,35,1,135,0,Single,2
Graduate,46734.0,40,2,6,1,5,7,0,0,548,60,1,330,0,Married,3
Graduate,86358.0,78,4,5,3,6,8,0,0,612,48,2,1722,0,Single,3
Graduate,46931.0,94,2,1,1,3,3,0,0,-28,37,3,78,0,Married,5
Undergraduate,16581.0,51,1,0,0,3,4,0,0,482,29,0,24,0,Single,1
Undergraduate,63998.0,42,1,7,6,11,4,0,1,149,62,0,1168,0,Single,1
Postgraduate,67381.0,67,4,2,2,9,7,0,0,463,63,1,957,1,Married,3
Graduate,25930.0,87,1,1,0,2,7,0,0,175,47,2,15,0,Single,3
Graduate,42693.0,29,1,1,0,3,5,0,0,-7,36,1,57,0,Married,3
Graduate,85606.0,89,2,6,7,9,3,0,0,505,38,1,1956,1,Married,3
